file,page,caption,text
10-generation.pdf,41,"The slide contains only the name of an institution, ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide. Therefore, there is no technical content to explain.","42
More about Decoding – Reranking"
10-generation.pdf,42,"The slide contains only the name of an educational institution, ""University of Florida Herbert Wertheim College of Engineering,"" and does not present any technical content related to machine learning, natural language processing, or any associated concepts, algorithms, or architectures. There are no technical terms, equations, or concepts to explain in this slide.","43
Recap
▪Greedy Search Decoding
▪Beam Search Decoding
▪Top-K Sampling Decoding
▪Top-P Sampling Decoding
▪More about Decoding – Repetition, Temperature, Re-Ranking"
10-generation.pdf,43,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to ML or NLP concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical material to explain from this slide.","44
Training Generation Models"
10-generation.pdf,44,"The slide contains no technical content related to machine learning or natural language processing. It only includes the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which indicates an institutional affiliation, not a technical concept or algorithm.","45
Problem of Exposure Bias"
10-generation.pdf,45,"The slide contains no technical content related to machine learning or natural language processing. It only shows an institutional affiliation: ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, architectures, or relationships presented on this slide.","46
Solving Exposure Bias during Training"
10-generation.pdf,46,"The slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. It only shows the name of an educational institution, ""University of Florida Herbert Wertheim College of Engineering."" Therefore, there is no relevant technical explanation to provide from this slide.","47
Solving Exposure Bias during Training"
10-generation.pdf,47,"The slide contains no technical content related to machine learning, natural language processing, or other related concepts. It only displays the name ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional affiliation, not technical material for an ML/NLP course.","48
Solving Exposure Bias – Reward Design in RL"
10-generation.pdf,48,"The slide does not contain any technical content related to machine learning, natural language processing, or relevant algorithms or concepts. It only displays the text ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional name and does not convey any ML/NLP concepts or technical information.","49
Recap
▪Problem of Exposure Bias
(Mismatch between training and inference)
▪Solution for Exposure Bias
(Schedule Sampling, Dataset Aggregation, Sequence Rewriting, RL)"
10-generation.pdf,49,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, algorithms, equations, or architectures. Therefore, there are no technical concepts or relationships to explain from this slide.","50
Evaluating LLM Generation"
10-generation.pdf,50,"The slide does not contain any technical content related to machine learning or natural language processing. It only contains a text header indicating an institutional name: ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, models, or technical details to explain.","51
Types of Evaluation Methods for LLM Generation"
10-generation.pdf,51,"The slide contains only the text ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional label or heading. There is no technical content related to machine learning, natural language processing, or any algorithms, concepts, or architectures present on this slide.","52
Content Overlap Metrics (n-gram overlap)"
10-generation.pdf,52,"The slide shows the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" However, it does not contain any technical content related to machine learning, natural language processing, or related algorithms, models, or equations. Please provide a slide with specific technical content for explanation.","53
Content Overlap Metrics (n-gram overlap)"
10-generation.pdf,53,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" which is an institutional or organizational title. There are no technical concepts, algorithms, equations, architectures, or NLP/ML content on this slide to explain.","54
Limitation of n-gram overlap metric"
10-generation.pdf,54,"The slide only shows the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There are no technical concepts, algorithms, equations, architectures, or relationships related to ML/NLP present on the slide to explain.","55
Model-based Metric to capture more semantics"
10-generation.pdf,55,"The slide contains only a text line with the name ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or NLP presented here.","56
Model-based Metric"
10-generation.pdf,56,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" which is an institutional name and does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships.","57
Model-based Metric"
10-generation.pdf,57,"The slide only contains a text line specifying ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, or architectures presented on this slide related to machine learning or natural language processing to explain.","58
Automatic Evaluation Metric doesn’t always work"
10-generation.pdf,58,"The slide contains only the textual content ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","59
Human Evaluation"
10-generation.pdf,59,"The slide contains only the name ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" There are no technical concepts, algorithms, equations, or architectures described on this slide.","60
Human Evaluation"
10-generation.pdf,60,"The slide contains only the text ""University of Florida Herbert Wertheim College of Engineering,"" which appears to be an institutional or affiliation header. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","61
Human Evaluation – Issues"
10-generation.pdf,61,"The slide contains only the name of an academic institution, specifically the ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or NLP/ML-related content presented here for explanation.","62
Recap
▪Content Overlap Metric (n-gram overlap)
Provide a good starting point for evaluating the quality of generated text. 
But cannot capture semantics similarity
▪Model-based Metric
Can capture semantic-level similarity, more correlated with human eval. 
But behavior is not interpretable, and not always align with human
▪Human Evaluation
Necessary for evaluating quality of generated text. But is slow and hard."
10-generation.pdf,62,"The slide contains only the text: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There are no technical concepts, algorithms, equations, or architectural details related to machine learning or natural language processing presented on this slide.","63
Ethical Considerations"
10-generation.pdf,63,"The slide contains no technical content related to ML, NLP, or related concepts. It only displays the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which appears to be the name of an educational institution and does not convey any technical material to explain.","64
ChatGPT is filtered to not generated toxic content"
10-generation.pdf,64,"The slide contains only the name ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not contain any technical content, concepts, algorithms, equations, or architectures related to ML or NLP.","65
Jailbreaking
But there are still problems
Like Jailbreaking"
10-generation.pdf,65,"The slide only contains the heading ""University of Florida Herbert Wertheim College of Engineering"" and does not present any technical content related to machine learning, natural language processing, or related algorithms and architectures. Therefore, there are no technical concepts, models, or equations on this slide to describe.","66
Factual Errors"
10-generation.pdf,66,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or their relationships. Therefore, there are no technical concepts to explain from this slide.","67
Social Bias"
10-generation.pdf,67,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" which is an institutional or organizational name. There are no technical concepts, algorithms, equations, architectures, or relationships present on this slide to analyze or explain.","68
Adversarial Attacks"
10-generation.pdf,68,"The slide contains only the text ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional name. It does not present any technical content related to machine learning, natural language processing, models, algorithms, or related concepts. Therefore, there is no technical material to explain from this slide.","69
Ethical Considerations"
10-generation.pdf,69,"The slide contains no technical content related to ML/NLP concepts, algorithms, equations, architectures, or relationships. It appears to be an image of a building with some tagline text, but there are no details relevant to machine learning or natural language processing technical topics.",Thank you!
11-post-training.pdf,0,"The slide does not contain any visible technical content related to ML or NLP concepts, algorithms, equations, architectures, or relationships. It appears to be an image of a building and a tagline ""Leading the Charge, Charging Ahead,"" but it has no explicit technical details to describe.","CIS 6930 Special Topics in Large Language Models
LLM Post-Training"
11-post-training.pdf,1,"The slide only contains a text header indicating the institution name, which is ""University of Florida Herbert Wertheim College of Engineering."" It does not include any technical content related to machine learning, natural language processing, or other related concepts, algorithms, equations, or architectures. Therefore, there is no technical material to explain from this slide.","2
Larger and Larger Models"
11-post-training.pdf,2,"The slide contains only a text header indicating ""University of Florida Herbert Wertheim College of Engineering"" and does not present any technical content related to machine learning, natural language processing, or related algorithms and concepts. Therefore, there are no technical concepts, algorithms, equations, architectures, or relationships to explain from this slide.","3
More and More Data"
11-post-training.pdf,3,"The slide contains only the name ""University of Florida Herbert Wertheim College of Engineering"" and no technical content related to machine learning or natural language processing. There are no concepts, algorithms, equations, architectures, or relationships to explain.","4
What does LLM learn?"
11-post-training.pdf,4,"This slide contains only the name of an institution, ""University of Florida Herbert Wertheim College of Engineering."" There is no technical content such as concepts, algorithms, equations, or architectures related to machine learning or NLP present on the slide to explain.","5
LLM as Multi-task Helper?
Math
Code
Medicine"
11-post-training.pdf,5,"The slide contains only a textual header indicating the institution name: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide. Therefore, there is no technical content to describe.","6
What happens after LLM pre-training?"
11-post-training.pdf,6,"The slide only contains a textual header: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, or NLP/ML content presented on this slide to explain.","7
Outline
▪Zero-shot and Few-shot in In-context Learning
▪Instruction Tuning
▪Optimization for Human Preference
1. Reinforcement Learning from Human Feedback (RLHF)
2. Direct Preference Optimization (DPO)"
11-post-training.pdf,7,"The slide presents the name of the educational institution, ""University of Florida Herbert Wertheim College of Engineering,"" and does not contain any technical content related to machine learning, natural language processing, or related algorithms. Therefore, there are no technical concepts, equations, architectures, or relationships to explain from this slide.","8
In-Context Learning"
11-post-training.pdf,8,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not show any technical content related to machine learning or natural language processing. Therefore, there are no concepts, algorithms, equations, or architectures to describe from this slide.","9
Emergent Capability of LLM"
11-post-training.pdf,9,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is not related to technical content in machine learning or natural language processing. There are no concepts, algorithms, architectures, or equations presented here to explain.","10
Emergent Zero-Shot Learning"
11-post-training.pdf,10,"The slide contains only a header with the text: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"". There is no technical content such as concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide.","11
Emergent Zero-Shot Learning"
11-post-training.pdf,11,"The slide contains no technical content related to machine learning or natural language processing. It only shows the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which appears to be an institutional or affiliation header. There are no concepts, algorithms, models, or equations presented on this slide.","12
Emergent Zero-Shot Learning"
11-post-training.pdf,12,"The slide contains only a single line of text specifying the institution name: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing present on this slide.","13
Emergent Few-Shot Learning"
11-post-training.pdf,13,"The slide only contains a text indicating the institution name: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or NLP/ML content presented on this slide to describe.","14
Emergent Few-Shot Learning"
11-post-training.pdf,14,"The text on the slide simply indicates the name of an academic institution, specifically the ""University of Florida Herbert Wertheim College of Engineering."" It does not contain any technical content related to machine learning, natural language processing, or other related concepts, algorithms, equations, or architectures. Therefore, there is no relevant technical content to explain from this slide.","15
Emergent Few-Shot Learning"
11-post-training.pdf,15,"The slide text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. It only specifies the institution and college name.","16
Emergent Few-Shot Learning"
11-post-training.pdf,16,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, or related algorithms and concepts. Therefore, there are no technical concepts, algorithms, architectures, or equations to explain from this slide.","17
New Methods of Prompting LM"
11-post-training.pdf,17,"The slide content is limited to a textual header stating ""University of Florida Herbert Wertheim College of Engineering"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there are no technical details to explain from this slide.","18
Limits of Prompting for harder tasks"
11-post-training.pdf,18,"The slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. It only states the name ""University of Florida Herbert Wertheim College of Engineering.""","19
Chain-of-Thought Prompting"
11-post-training.pdf,19,"The slide contains no technical content related to machine learning or natural language processing. It only displays the name ""University of Florida Herbert Wertheim College of Engineering,"" which is an institutional affiliation and does not include any concepts, algorithms, equations, or architectures.","20
Chain-of-Thought Prompting
Chain-of-Thought prompting is an emergent property of model scale"
11-post-training.pdf,20,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which refers to an academic institution. There is no technical content such as concepts, algorithms, equations, or architectures related to machine learning or natural language processing on this slide to explain.","21
Chain-of-Thought Prompting"
11-post-training.pdf,21,"There is no technical content related to machine learning or natural language processing on this slide. It contains only the name of an institution: ""University of Florida Herbert Wertheim College of Engineering.""","22
Zero-shot Chain-of-Thought Prompting"
11-post-training.pdf,22,"The slide contains only the name ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. There are no technical elements to explain on this slide.","23
Zero-shot Chain-of-Thought Prompting"
11-post-training.pdf,23,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. Therefore, there are no technical concepts on this slide to explain.","24
Zero-shot Chain-of-Thought Prompting"
11-post-training.pdf,24,"The text on this slide reads ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, or architectures related to machine learning or natural language processing presented on this slide.","25
Recap
Zero-shot and Few-shot in In-context Learning
▪Pro: 
No finetuning needed, prompt engineering (e.g. CoT) is helpful
▪Cons: 
Limits to what you can fit in context
Complex tasks will probably need gradient steps"
11-post-training.pdf,25,"The slide contains only a textual header: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and no technical content related to machine learning, natural language processing, or other concepts. There are no algorithms, equations, architectures, or relationships described on this slide.","26
Instruction Tuning"
11-post-training.pdf,26,"The slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. It simply displays the name ""University of Florida Herbert Wertheim College of Engineering,"" which appears to represent an institutional affiliation rather than a technical topic.","27
LM may not align with user intent"
11-post-training.pdf,27,"This slide presents the institutional affiliation, ""University of Florida Herbert Wertheim College of Engineering."" It does not contain any technical content related to machine learning or natural language processing concepts, algorithms, or architectures.","28
LM may not align with user intent"
11-post-training.pdf,28,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is an institutional title and does not contain technical content related to machine learning or natural language processing. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to explain from a technical ML/NLP perspective on this slide.","29
Recall Pretraining / Finetuning paradigm"
11-post-training.pdf,29,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing. Therefore, there are no concepts, algorithms, equations, or architectures to explain.","30
Scaling up Finetuning with Instructions"
11-post-training.pdf,30,"The slide contains only a heading indicating the institution name: ""University of Florida Herbert Wertheim College of Engineering."" It does not present any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there are no technical concepts to explain from this slide.","31
Instruction Tuning"
11-post-training.pdf,31,"The slide only contains the phrase ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, algorithms, models, or equations. There are no concepts or relationships to explain here.","32
Instruction Tuning
For example, Super-
Natural Instructions 
dataset contains over 1.6K 
tasks, 3M+ examples
Tasks include classification, 
sequence tagging, rewriting, 
translation, QA..."
11-post-training.pdf,32,"The slide heading indicates affiliation with the University of Florida Herbert Wertheim College of Engineering, which suggests the technical content following would relate to engineering disciplines such as machine learning (ML) or natural language processing (NLP). However, there are no technical concepts, algorithms, equations, architectures, or relationships presented on this slide. It appears to be a title or header slide with institutional identification only.

Thus, no technical content is shown to explain on this slide.","33
Evaluate LLM after Instruction Tuning"
11-post-training.pdf,33,"There is no technical content on this slide. It contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" which likely represents the institution or department affiliated with the presentation.","34
Evaluate LLM after Instruction Tuning"
11-post-training.pdf,34,"The text on the slide indicates the institution name ""University of Florida Herbert Wertheim College of Engineering"" and does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships.","35
Evaluate LLM after Instruction Tuning
impressive progress on challenging knowledge-intensive benchmarks
Progress on MMLU"
11-post-training.pdf,35,"The slide content consists solely of the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not contain any technical material related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical content to explain from this slide.","36
Instruction Tuning
T5 pretrained on span 
corruption task
Flan-T5: instruction tuning 
T5 models on 1.8k additional 
tasks"
11-post-training.pdf,36,"The slide contains no technical content related to machine learning or natural language processing. It simply displays the name ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, or architectures presented.","37
Instruction Tuning"
11-post-training.pdf,37,"The slide contains only a header text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and no technical content related to machine learning or natural language processing concepts, algorithms, or architectures. There are no technical explanations, equations, or diagrams present on the slide to describe.","38
Instruction Tuning"
11-post-training.pdf,38,"The text visible on the slide is ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or NLP/ML content presented to explain. If you have another slide with technical content, please share it so I can provide the explanation.","39
Limitations of Instruction Tuning
▪It’s expensive to collect ground truth data for tasks
▪Tasks like open-ended creative generation have no right answer
e.g. Write me a story about a dog and her pet grasshopper.
▪Humans generate suboptimal answers
▪Even with instruction finetuning, there a mismatch between the LM 
objective and the objective of “satisfying human preferences”"
11-post-training.pdf,39,"The text on this slide appears to be the name of an educational institution, ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide. If you have another slide with specific technical content, please share that for explanation.","40
Recap
Instruction Tuning
▪Pro: 
Simple and straightforward, generalize to unseen tasks
▪Cons: 
Collecting demonstrations for so many tasks is expensive
Mismatch between LM objective and human preferences"
11-post-training.pdf,40,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to explain from this slide.","41
Optimization for Human Preference"
11-post-training.pdf,41,"The slide contains no technical content related to machine learning or natural language processing. It only displays the name of an academic institution, ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, or architectures to explain.","42
Optimization for Human Preference"
11-post-training.pdf,42,"The slide contains only text indicating ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there are no technical details to explain from this slide.","43
RLHF (Reinforcement Learning from Human Feedback) 
Instruction Tuning
Reward Model
PPO (Proximal Policy Optimization)"
11-post-training.pdf,43,"The slide contains no technical content on machine learning or natural language processing concepts, algorithms, or architectures. It only shows an institutional name, ""University of Florida Herbert Wertheim College of Engineering."" There are no technical details such as equations, models, or terms related to ML or NLP to explain.","44
RLHF – Reward Model"
11-post-training.pdf,44,"The slide contains only a heading indicating affiliation: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented on this slide to explain.","45
RLHF – Reward Model"
11-post-training.pdf,45,"The slide contains only the name of an academic institution, ""University of Florida Herbert Wertheim College of Engineering."" There is no technical content such as concepts, algorithms, equations, or architectures related to ML or NLP to explain.","46
RLHF – Reward Model"
11-post-training.pdf,46,"The slide contains no technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. It simply displays the text ""University of Florida Herbert Wertheim College of Engineering,"" which appears to be an institutional or author affiliation header, with no relevant technical material to explain.","47
RLHF – Reward Model"
11-post-training.pdf,47,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning or natural language processing concepts, algorithms, or architectures. Therefore, there is no technical material to explain from this slide.","48
RLHF – Reward Model"
11-post-training.pdf,48,"The slide contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING,"" which is a heading or title likely indicating the institutional affiliation or source of the presentation. There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing presented in this slide.","49
RLHF – Reward Model"
11-post-training.pdf,49,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical content related to machine learning, natural language processing, or associated concepts. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to explain from this slide.","50
RLHF – Proximal Policy Optimization (PPO)"
11-post-training.pdf,50,"The slide text indicates an institutional affiliation—specifically, the University of Florida's Herbert Wertheim College of Engineering. However, this content does not contain any technical material related to machine learning, natural language processing, or related algorithms or concepts. Therefore, there are no technical concepts, equations, architectures, or relationships to explain from this slide.","51
RLHF – Proximal Policy Optimization (PPO)"
11-post-training.pdf,51,"The text on the slide simply states an institutional affiliation: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships presented here. Thus, there is no technical content related to machine learning or natural language processing to explain from this slide.","52
RLHF – Proximal Policy Optimization (PPO)"
11-post-training.pdf,52,"The slide contains only a single text line with the name of an institution and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships.

Therefore, there are no technical concepts or explanations to describe from this slide.","53
RLHF
RLHF provides gains over pre-training + instruction fine-tuning"
11-post-training.pdf,53,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" with no technical content related to machine learning or natural language processing concepts, algorithms, architectures, or equations. Therefore, there is no technical material to explain from this slide.","54
RLHF – clear stylistic changes"
11-post-training.pdf,54,"The slide contains the name of an academic institution, ""University of Florida Herbert Wertheim College of Engineering."" It does not include any technical content related to machine learning, natural language processing, or associated concepts, algorithms, or architectures. Therefore, there is no technical material to explain from this slide.","55
InstructGPT: scaling up RLHF to thousands of tasks"
11-post-training.pdf,55,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and thus does not present any technical content related to machine learning or natural language processing concepts, algorithms, or architectures. There are no equations, models, or technical relationships displayed on this slide to explain.","56
InstructGPT"
11-post-training.pdf,56,"The slide header indicates the affiliation or institution—University of Florida Herbert Wertheim College of Engineering—but contains no technical content related to machine learning or natural language processing concepts, algorithms, or architectures. Therefore, there are no technical concepts to explain from this slide.","57
InstructGPT"
11-post-training.pdf,57,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning, natural language processing, or related concepts. Therefore, there are no concepts, algorithms, equations, architectures, or relationships to explain.","58
RLHF (Reinforcement Learning from Human Feedback) 
Instruction Tuning
Reward Model
PPO can be simplified to DPO"
11-post-training.pdf,58,"The slide does not present any technical content related to machine learning or natural language processing. It only displays the name ""University of Florida Herbert Wertheim College of Engineering."" There are no concepts, algorithms, equations, or architectures shown on the slide to explain.","59
RLHF – Direct Preference Optimization (DPO)"
11-post-training.pdf,59,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not provide any technical content related to machine learning or natural language processing concepts, algorithms, equations, or architectures. There are no concepts such as n-gram language models, Markov assumptions, transformers, RNNs, decoding methods, perplexity metrics, or smoothing techniques mentioned on the slide.","60
RLHF – Direct Preference Optimization (DPO)"
11-post-training.pdf,60,"The slide contains only the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not include any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships. Therefore, there is no technical content to explain from this slide.","61
RLHF – Direct Preference Optimization (DPO)"
11-post-training.pdf,61,"The slide contains only a text line specifying the name ""University of Florida Herbert Wertheim College of Engineering."" There are no technical content, concepts, algorithms, equations, or architectures related to ML/NLP presented on this slide.","62
Summary of PPO and DPO"
11-post-training.pdf,62,"This slide only shows the name of an institution, ""University of Florida Herbert Wertheim College of Engineering."" It does not contain any technical content related to machine learning or natural language processing concepts, algorithms, equations, architectures, or relationships.","63
Open source LLMs use DPO more"
11-post-training.pdf,63,"There is no technical content related to machine learning or natural language processing on this slide. It simply contains the name of an educational institution: ""University of Florida Herbert Wertheim College of Engineering."" Please provide a slide with technical content for explanation.","64
Limitations of RL + Reward Modeling"
11-post-training.pdf,64,"The slide contains purely textual information displaying the name ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing to explain here.","65
Limitations of RL + Reward Modeling"
11-post-training.pdf,65,"The slide only contains the text ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING."" 

There are no technical concepts, algorithms, equations, architectures, or other NLP/ML-related content presented on this slide to describe.","66
Recap
Optimization for Human Preference (RLHF PPO / DPO)
▪Pro: 
Directly model preferences, generalize beyond labeled data
▪Cons: 
RL is very tricky to get right
Human preferences are unreliable
models of human preferences are even more unreliable"
11-post-training.pdf,66,"The slide contains no technical content related to ML/NLP concepts, algorithms, equations, architectures, or their relationships. It only shows an image of a building with the phrase ""LEADING THE CHARGE, CHARGING AHEAD"" at the bottom right. There are no technical concepts or details to explain.",Thank you!
12-reasoning.pdf,0,"The slide contains no visible textual or graphic technical content related to ML or NLP concepts, algorithms, equations, or architectures. It appears to be an image of a building exterior with the phrase ""LEADING THE CHARGE, CHARGING AHEAD"" at the bottom. There are no technical details to describe from an ML/NLP perspective.","CIS 6930 Special Topics in Large Language Models
LLM Reasoning"
12-reasoning.pdf,1,"The slide contains only the name ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"" and does not present any technical concepts, algorithms, equations, architectures, or relationships related to machine learning or natural language processing. Therefore, there is no technical content to explain.","2
Outline
▪Introduction to LLM Reasoning
▪Methods for LLM Reasoning
1.
Chain-of-Thought Prompting / Decoding
2.
Least-to-Most
3.
Self-Consistency
4.
Self-Improve
5.
Analogical Prompting
6.
Step-back Abstraction Prompting
7.
Small LM Reasoning
▪Analysis of LLM Reasoning"
12-reasoning.pdf,2,"The slide only contains the text: ""UNIVERSITY OF FLORIDA HERBERT WERTHEIM COLLEGE OF ENGINEERING"".

There are no technical concepts, algorithms, equations, architectures, or relationships related to ML/NLP presented on this slide.","3
Introduction to LLM Reasoning"
12-reasoning.pdf,3,"The slide contains only a header text indicating the affiliation: ""University of Florida Herbert Wertheim College of Engineering."" There are no technical concepts, algorithms, equations, architectures, or relationships presented on this slide.","4
What is Reasoning"
